Date,Regime,Label,IPDCONGD,HWIURATIO,AMDMUOx,GS1,COMPAPFFx,T5YFFM,EXSZUSx,CUSR0000SA0L2,CES0600000008,USGOOD 18M lag,CES1021000001 12M lag,MANEMP 3M lag,USFIRE 3M lag,USFIRE 6M lag,USFIRE 9M lag,HOUSTS 9M lag,HOUSTS 12M lag,AMDMUOx 3M lag,AMDMUOx 6M lag,AMDMUOx 12M lag,BUSLOANS 3M lag,BUSLOANS 9M lag,CONSPI 18M lag,FEDFUNDS 12M lag,COMPAPFFx 3M lag,COMPAPFFx 6M lag,T5YFFM 3M lag,T5YFFM 6M lag,T10YFFM 6M lag,T10YFFM 18M lag,EXJPUSx 9M lag,EXJPUSx 12M lag,WPSID62 3M lag,PPICMM 9M lag,CES0600000008 3M lag,CES0600000008 6M lag,CES0600000008 9M lag,CES0600000008 12M lag
9/1/60,Normal,1.0,-0.28402033844065727,-0.639919571044899,-0.2735683396522578,0.28865161409049866,1.5670998527678168,0.19520010575375543,0.020558106193324027,-0.5286728486058542,-1.114803319689668,1.7318447516199844,-1.0137701931749816,-1.4097357029061026,-0.31123936507080396,-0.13985194733006515,-0.05330893746616519,-0.21642422867573344,-0.38625207629532987,-0.32764089741598584,-0.47266114001830467,-0.16135018545113777,-0.3219777534861264,-0.3007959143533647,0.29030230891641867,0.5037371808898291,0.8832216680259065,1.2415316323217296,0.04316617798898452,-0.1963089048944614,-0.4009720294044513,0.07632750417552424,0.08836559479379516,0.14965578884975655,-0.12936551241114572,-0.08255809998087069,-1.1142714377949667,-0.7440968765687866,-0.0063854452853485556,-1.098157999484579
10/1/60,Normal,1.0,0.08217809728656975,-0.8445870122461964,-0.43264840671626786,-0.06721316362932735,1.6580303787847883,0.3989551344412054,0.13589056985867806,-0.3457291232460365,-0.7550377518834859,1.9364571478049628,0.22510745174259505,-0.6544103816317624,-0.05564470174090655,-0.13985194733006515,-0.30896920137002454,-0.6813988931409954,-1.018114948700773,-0.40551730682332127,-0.43792417013814233,-0.1773972710979267,-0.37574940074290997,-0.33369129020373517,0.01458611083880423,0.4274527877620553,0.13356469229404763,0.3115598167287897,-0.13148415703079738,-0.2690745792393527,-0.43115884411813865,0.05820772111237862,0.1199832239015538,0.11814898335833372,-0.04725327100047822,0.05380413159712278,-0.7504169256429689,-1.4723394162788885,-0.3730164287529782,-1.098157999484579
11/1/60,Normal,1.0,-0.6116469418541501,-0.8923891221585287,-0.37484931423135276,0.09885706597325836,1.6807630102890312,0.45717085692333403,0.08463169711852492,-0.34572912324603,-1.4745688874958505,1.0498034310033901,2.1467756168704217,-0.6544103816317624,-0.14084292285087235,-0.4806406005941319,0.11713123846974102,-0.7841258538949486,-0.7102843185545314,-0.23418920872510002,-0.37660278333883945,-0.30737867081895637,-0.38972445421233354,-0.356230010150541,0.489230342574432,0.04603082212318188,0.5879022533436591,0.6744756472040833,-0.0732673786908701,-0.07260725850814617,-0.34663576291981396,0.20920591330525865,0.15162519298551091,0.08656913272279466,-0.17042163311647837,-0.024117143590303643,-0.7504169256429689,-0.7440968765687866,-0.7396474122206078,-1.098157999484579
12/1/60,Normal,1.0,-0.6116469418541501,-1.0413472536991033,-0.35116406204623124,-0.5179752154077761,2.612800901962991,0.6900337468518482,0.06754540620512157,-0.34572912324603,-1.114803319689668,0.806217245068892,0.605217638251395,-0.3441874818226584,-0.22604114396083813,-0.31024627396209853,-0.1385290254341183,-1.1031201004466982,-0.21343488042375566,-0.27277342710954827,-0.3252062450767283,-0.3662179867265709,-0.3711501764370167,-0.3470142343342708,0.8040494804844637,-0.011182472722648704,1.5647280096003238,0.8786158018464358,0.19598522113129366,0.04381782044367991,-0.14740278580947727,-0.06863076032964058,0.08836559479379516,0.08656913272279466,-0.006197150295144836,-0.06307778118401408,-1.1142714377949667,-1.1082181464238376,-0.7396474122205915,9.017002186978094e-15
1/1/61,Normal,1.0,-0.6308994335462692,-1.0549359396279088,-0.3324279654851919,-0.11466180065863768,3.2493145840817923,1.07571290829595,0.12307585167364926,-0.5286728486058542,-0.7550377518834859,0.6405786386334335,-0.5914255414985357,-1.2748561812499706,-0.8224286917305987,-0.05465478401404847,-0.1385290254341183,-0.8976661789387916,-0.6778810943286113,-0.432066083137209,-0.4031872002579773,-0.5279369559625429,-0.36501787736249086,-0.31324418375030644,1.3667277557367634,0.007888625559294543,1.6555955218102458,0.13010190149114298,0.39974394532103924,-0.13081979798405918,-0.24400059289327683,-0.08071061570507092,-0.006511632505679249,0.11819768012107325,-0.006197150295144836,-0.06307778118401547,-0.7504169256429527,-0.7440968765688029,-1.4729093791558507,-0.36605266649485907
2/1/61,Normal,1.0,-0.16837169042895542,-1.1163958457359633,-0.27586616283288623,0.2886516140904997,0.8851209076405293,0.2752467241666823,0.40713543810867875,-0.5286728486058542,-0.7550377518835019,-4.689087109613383,0.3518108472455257,-1.5446152245622349,0.029553519369059252,-0.13985194733006515,-0.47940937730593075,-0.9409196360983509,-0.7804913043773585,-0.3741897499935609,-0.23162910146063365,-0.48211361151800264,-0.3607227340024429,-0.3284305653567588,2.0690500337036046,-0.030253571004592802,1.6783123998627265,0.5837466895852598,0.4579607236609666,-0.07260725850814617,-0.15344014875221476,-0.08071061570507092,0.1516008530092986,0.14985057590070083,-0.04725327100047822,-0.043597462387158864,-1.4781259499469808,-0.7440968765688029,-0.7396474122205915,-0.7321053329897271
3/1/61,Normal,1.0,-0.091294874730983,-1.0971885575665365,-0.33702361184645013,-0.11466180065863874,2.0672177458611607,0.6099871284389214,0.10385377439607761,-0.5286728486058542,-1.114803319689668,0.016998002641118524,-0.11276826959855862,-2.165061024180443,-0.4816358072907355,-0.22504911064608185,-0.30896920137002454,-1.2112537433455963,-1.0991230092655735,-0.3504728456768508,-0.2702651175204313,-0.47284195966530246,-0.3272231498019384,-0.3174781165187165,1.031538687804134,-0.24003565210597363,2.60970440001443,1.5590829839876115,0.6908278370206756,0.1966257365679516,0.07597964307180935,-0.08675054339278614,0.27855816896469043,0.08656913272279466,-0.02672521064781116,-0.02411714359030226,-1.1142714377949667,-1.1082181464238376,-1.1062783956882212,-0.7321053329897109
4/1/61,Normal,1.0,0.9300899188937433,-1.1045272484734172,-0.2290259223568817,0.003959791914637654,2.99925563753512,0.9738353939522248,0.19142101532718678,-0.5286728486058542,-0.7550377518834859,-1.249650164218271,0.26734191691023323,-1.0725368987657722,-0.31123936507080396,-0.8214292538581986,-0.05330893746616519,-1.286947293374825,-0.8939025891680791,-0.3317117108603952,-0.42977161717711787,-0.43789497227324775,-0.38952173358177034,-0.37127695085743484,1.0790207612478218,0.16045741181484394,3.2457769854838863,1.6498119416064345,1.0765139935226942,0.40036962473364723,0.20880162781203382,-0.31022786783824857,-0.38558242213167193,-0.008340857853390074,-0.02672521064781189,-0.043597462387158864,-0.7504169256429527,-0.7440968765687866,-0.7396474122206078,-1.464210665979447
5/1/61,Normal,1.0,0.3904853600784523,-1.0795442974886036,-0.2479387754025128,-0.019764526600016995,1.544367221263574,0.5444944406465267,0.1871494425988312,-0.5286728486058542,-0.7550377518835019,1.7708185413695041,-0.4928784561073665,-0.7758019511222813,-0.5668340284007013,0.030542379301968223,-0.1385290254341183,-0.8273793110545079,-0.9371068881359726,-0.27507432101963797,-0.3718175875129724,-0.3762028402671578,-0.39157427996621935,-0.3852590701495196,-0.07800189215697788,-0.12560906241431072,0.8832216680259065,1.6724941810111404,0.27603329134869375,0.45858216420956033,0.2510631684111962,-0.32230772321367895,-0.037155662564695636,0.149826227519338,-0.02672521064781116,-0.043597462387158864,-0.7504169256429689,-1.4723394162788885,-0.7396474122206078,-0.7321053329897109
6/1/61,Normal,1.0,0.4290571923921841,-1.0334295693657984,-0.2742753637374516,0.45472184369308544,2.45367248143329,0.9738353939522248,-0.06700913473778514,-0.5286728486058542,-0.7550377518834859,3.076440497978413,-0.26058889768531635,0.07393903531135143,-0.737230470620633,-0.4806406005941319,-0.2237491134020714,-1.341014114824274,-1.2071337566853073,-0.33631349868057586,-0.3480688442589576,-0.32449556180165734,-0.367881306269191,-0.3666754011720076,1.2957243250085215,-1.0028795833837196,2.064499326754896,2.60246599660408,0.6107797668032757,0.6914323221132124,0.47444559729248287,-0.2196289525225206,0.08836559479379516,0.27682738473981994,-0.0883093917058116,-0.043597462387158864,-1.1142714377949667,-1.1082181464238376,-1.1062783956882212,-1.098157999484579
7/1/61,Normal,1.0,0.19775989636878283,-1.0117071867995067,-0.2387474826799963,-0.32818066729053474,3.2947798470902785,1.4031763472579228,0.0034718152799206813,-0.3457291232460365,-1.114803319689668,0.6308351911960535,-1.3234896044043738,0.3706739829548423,-0.22604114396083813,-0.31024627396209853,-0.8202897291777432,-1.3302007505343842,-1.2827412798791211,-0.22817148490633127,-0.32928252341538794,-0.4029479848811904,-0.36035530285954737,-0.3605400015914364,-0.3772479879724788,-0.16375125897819806,2.9958913269065994,3.2375686999358435,0.9746346314278214,1.0770903961411362,0.7944258332575691,-0.20150916945937497,0.08836559479379516,-0.38754254929351484,-0.06778133135314528,-0.024117143590303643,-0.7504169256429527,-0.7440968765687866,-0.7396474122205915,-0.7321053329897271
8/1/61,Normal,1.0,-0.05272304241725597,-0.893388968159035,-0.21771356293832844,0.3361002511198101,1.8626240623229746,0.8865118102290319,0.12734742440198588,-0.5286728486058542,-0.7550377518835019,1.0985206681902897,1.3935943213807562,1.5036619648663527,-0.14084292285087235,-0.5658377639101486,0.031911150501787916,-1.3031673398096597,-0.823695603345252,-0.2471096124184801,-0.27256910028292636,-0.23035265672334984,-0.39068737720750646,-0.35624268659595587,0.46951233381918556,-0.46888883148929683,1.542011131547843,0.8786158018464358,0.5452858911708575,0.2766679783473321,0.10012909484275927,-0.3283476509013942,0.3712934783569402,-0.03899546999690577,-0.10883745205847867,-0.21892033155886553,-0.7504169256429689,-0.7440968765688029,-1.4729093791558507,-0.7321053329897271
9/1/61,Normal,1.0,-1.016350360965613,-0.8672347920107093,-0.30202599653641443,0.003959791914637654,2.430939849929047,0.9301736020906284,0.08890326984686153,-0.5286728486058542,-1.114803319689668,-2.2727121451431627,-0.30986244038090494,0.721360739260786,-0.14084292285087235,-0.736232090542182,-0.47940937730593075,-1.514027943462511,-1.336746653588988,-0.2734813960366719,-0.3338904889403794,-0.2692222636804049,-0.34048868106439206,-0.32272616492027806,0.7756705031595507,-0.7168131091545641,2.450686253647066,2.05809225089114,0.9746346314278214,0.611390080333832,0.3899225160941581,-0.39478685546626147,-0.006146532862411282,0.08656913272279466,-0.129365512411145,-0.1215187375745839,-0.7504169256429527,-1.1082181464238376,-1.1062783956882212,-1.098157999484579
10/1/61,Normal,1.0,0.7759362874977984,-0.7570295601045136,-0.27993154344672755,-0.019764526600018047,1.4534366952466022,0.5808792671978572,0.2384083153390033,-0.5286728486058542,-0.3952721840773196,0.6990393232577129,-0.07053380443091241,0.7078727870951728,-0.31123936507080396,-0.22504911064608185,-0.30896920137002454,-1.0923067361568084,-1.3259455788470147,-0.23790603677811878,-0.2256032991030799,-0.4296931294952257,-0.3643463652737527,-0.38505624702288876,0.9435093889837286,-0.24003565210597277,3.2912107415888476,2.988064066484079,1.4039833716847852,0.9752184520582884,0.7340522038301943,-0.4249864939048374,-0.06872461172001577,0.08656913272279466,-0.006197150295144836,-0.1799596939651537,-1.1142714377949667,-0.7440968765687866,-0.7396474122205915,-0.7321053329897109
11/1/61,Normal,1.0,0.6410351477939751,-0.6047894510079935,-0.24581770870647743,0.051408428943948,0.6123293295896143,0.3407394119590768,0.10385377439607761,-0.5286728486058542,-0.7550377518834859,-0.7137605551623755,-0.7603634021691205,0.9236800217449843,-0.14084292285087235,-0.13985194733006515,-0.5646294652738839,-1.0166131861275796,-1.2989428919920811,-0.21684400805157358,-0.2445668502475238,-0.37138871345149127,-0.3711881865552467,-0.38710983118002235,0.026742022680289204,-0.0493246692865369,1.860047424282571,1.5364007445829055,0.8873094639179303,0.5459009734234298,0.3959598790368956,-0.3404275062768246,0.08836559479379516,0.3695947177555346,0.11697121182085603,-0.043597462387158864,-0.7504169256429689,-0.7440968765688029,-0.7396474122206078,-1.464210665979447
